CGPA,Internships,Projects,Certifications,Aptitude,Chances,PlacementStatus,Improvement
8.72,3,3,2,87,High,Placed,Maintain consistency
9.22,2,4,2,91,High,Placed,Maintain consistency
9.43,2,4,3,91,High,Placed,Maintain consistency
8.69,3,3,3,95,High,Placed,Maintain consistency
8.79,3,4,2,82,High,Placed,Maintain consistency
9.53,2,3,2,89,High,Placed,Maintain consistency
7.99,0,1,0,65,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.89,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.35,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.17,0,1,0,60,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.21,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.11,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.49,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.99,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.16,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.63,0,1,0,63,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.52,3,4,2,95,High,Placed,Improve CGPA
5.92,3,4,3,75,High,Placed,Improve CGPA
6.22,3,3,3,91,High,Placed,Improve CGPA
5.77,2,4,3,86,High,Placed,Improve CGPA
6.05,2,3,3,84,High,Placed,Improve CGPA
5.33,2,3,2,81,High,Placed,Improve CGPA
6.23,2,4,3,83,High,Placed,Improve CGPA
5.98,3,3,2,77,High,Placed,Improve CGPA
5.61,3,3,3,78,High,Placed,Improve CGPA
6.32,2,4,3,76,High,Placed,Improve CGPA
5.43,0,1,0,47,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.21,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.57,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.58,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.34,0,1,0,50,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.0,0,1,0,58,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.06,0,1,0,51,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.19,0,1,0,60,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.31,0,1,0,58,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.7,0,1,0,62,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.32,1,2,1,65,High,Placed,Maintain consistency
6.35,1,2,1,72,High,Placed,Maintain consistency
7.22,1,2,1,67,High,Placed,Maintain consistency
7.52,1,2,1,72,High,Placed,Maintain consistency
6.98,1,2,1,66,High,Placed,Maintain consistency
7.68,1,2,1,75,High,Placed,Maintain consistency
7.03,1,2,1,65,High,Placed,Maintain consistency
7.43,1,2,1,72,High,Placed,Maintain consistency
7.13,1,2,1,77,High,Placed,Maintain consistency
6.53,1,2,1,65,High,Placed,Maintain consistency
6.45,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.78,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.59,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.1,0,1,0,87,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.43,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.54,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.26,0,1,0,87,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.53,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.57,0,1,0,85,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.19,0,1,0,96,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.33,2,1,0,69,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.45,3,1,0,69,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.71,2,1,0,72,High,Placed,"Improve projects, Gain certifications"
6.94,3,1,0,66,High,Placed,"Improve projects, Gain certifications"
6.49,3,1,0,58,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.04,2,1,0,67,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.15,2,1,0,58,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.17,3,1,0,68,High,Placed,"Improve projects, Gain certifications"
6.11,2,1,0,59,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.0,3,1,0,61,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
9.15,2,3,2,91,High,Placed,Maintain consistency
9.27,2,4,2,91,High,Placed,Maintain consistency
9.1,2,4,3,84,High,Placed,Maintain consistency
8.31,3,4,3,83,High,Placed,Maintain consistency
8.44,3,3,2,94,High,Placed,Maintain consistency
9.15,2,4,2,96,High,Placed,Maintain consistency
9.26,2,4,3,90,High,Placed,Maintain consistency
8.6,3,3,3,97,High,Placed,Maintain consistency
9.27,3,4,2,81,High,Placed,Maintain consistency
9.28,2,3,2,87,High,Placed,Maintain consistency
7.85,0,1,0,64,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.31,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.3,0,1,0,66,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.84,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.28,0,1,0,67,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.02,0,1,0,71,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.66,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.69,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.73,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.26,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.32,3,4,2,90,High,Placed,Improve CGPA
6.58,3,4,3,76,High,Placed,Improve CGPA
6.22,3,3,3,88,High,Placed,Improve CGPA
5.55,2,4,3,91,High,Placed,Improve CGPA
6.06,2,3,3,84,High,Placed,Improve CGPA
5.77,2,3,2,85,High,Placed,Improve CGPA
5.87,2,4,3,80,High,Placed,Improve CGPA
5.31,3,3,2,72,High,Placed,Improve CGPA
6.47,3,3,3,86,High,Placed,Improve CGPA
6.32,2,4,3,71,High,Placed,Improve CGPA
5.4,0,1,0,53,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.57,0,1,0,48,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.47,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.85,0,1,0,52,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.43,0,1,0,48,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.0,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.77,0,1,0,47,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.64,0,1,0,63,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.17,0,1,0,58,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.46,0,1,0,59,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.84,1,2,1,65,High,Placed,Maintain consistency
6.55,1,2,1,67,High,Placed,Maintain consistency
6.81,1,2,1,72,High,Placed,Maintain consistency
7.55,1,2,1,74,High,Placed,Maintain consistency
7.14,1,2,1,66,High,Placed,Maintain consistency
6.94,1,2,1,74,High,Placed,Maintain consistency
6.88,1,2,1,66,High,Placed,Maintain consistency
7.46,1,2,1,75,High,Placed,Maintain consistency
7.31,1,2,1,72,High,Placed,Maintain consistency
6.79,1,2,1,70,High,Placed,Maintain consistency
6.26,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.89,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.09,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.49,0,1,0,87,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.12,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.3,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.21,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.52,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.95,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.98,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.42,2,1,0,73,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.49,3,1,0,71,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.81,2,1,0,71,High,Placed,"Improve projects, Gain certifications"
6.62,3,1,0,73,High,Placed,"Improve projects, Gain certifications"
6.45,3,1,0,62,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.49,2,1,0,66,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.21,2,1,0,59,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.57,3,1,0,65,High,Placed,"Improve projects, Gain certifications"
6.32,2,1,0,55,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.45,3,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
9.37,2,3,2,89,High,Placed,Maintain consistency
9.09,2,4,2,93,High,Placed,Maintain consistency
9.32,2,4,3,79,High,Placed,Maintain consistency
8.51,3,4,3,88,High,Placed,Maintain consistency
8.47,3,3,2,95,High,Placed,Maintain consistency
8.99,2,4,2,95,High,Placed,Maintain consistency
9.12,2,4,3,99,High,Placed,Maintain consistency
8.6,3,3,3,98,High,Placed,Maintain consistency
8.91,3,4,2,77,High,Placed,Maintain consistency
9.4,2,3,2,89,High,Placed,Maintain consistency
7.92,0,1,0,66,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.89,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.41,0,1,0,66,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.78,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.95,0,1,0,65,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.19,0,1,0,66,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.67,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.12,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.23,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.43,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.99,3,4,2,90,High,Placed,Improve CGPA
6.22,3,4,3,80,High,Placed,Improve CGPA
5.99,3,3,3,83,High,Placed,Improve CGPA
5.87,2,4,3,85,High,Placed,Improve CGPA
6.35,2,3,3,87,High,Placed,Improve CGPA
5.6,2,3,2,77,High,Placed,Improve CGPA
6.2,2,4,3,82,High,Placed,Improve CGPA
5.66,3,3,2,73,High,Placed,Improve CGPA
6.12,3,3,3,79,High,Placed,Improve CGPA
6.41,2,4,3,80,High,Placed,Improve CGPA
5.0,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.33,0,1,0,56,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.95,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.73,0,1,0,52,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.57,0,1,0,43,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.09,0,1,0,61,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.92,0,1,0,51,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.71,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.38,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.45,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.67,1,2,1,67,High,Placed,Maintain consistency
6.63,1,2,1,70,High,Placed,Maintain consistency
6.78,1,2,1,64,High,Placed,Maintain consistency
7.44,1,2,1,75,High,Placed,Maintain consistency
6.67,1,2,1,70,High,Placed,Maintain consistency
7.54,1,2,1,71,High,Placed,Maintain consistency
6.92,1,2,1,67,High,Placed,Maintain consistency
7.53,1,2,1,69,High,Placed,Maintain consistency
7.23,1,2,1,72,High,Placed,Maintain consistency
6.67,1,2,1,64,High,Placed,Maintain consistency
6.67,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.1,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.39,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.44,0,1,0,86,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.95,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.2,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.3,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.93,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.12,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.26,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.04,2,1,0,66,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.31,3,1,0,67,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.58,2,1,0,75,High,Placed,"Improve projects, Gain certifications"
7.04,3,1,0,73,High,Placed,"Improve projects, Gain certifications"
6.09,3,1,0,58,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.09,2,1,0,67,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
5.63,2,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.74,3,1,0,67,High,Placed,"Improve projects, Gain certifications"
6.2,2,1,0,58,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.27,3,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
8.99,2,3,2,91,High,Placed,Maintain consistency
9.07,2,4,2,87,High,Placed,Maintain consistency
8.85,2,4,3,85,High,Placed,Maintain consistency
8.33,3,4,3,89,High,Placed,Maintain consistency
8.36,3,3,2,93,High,Placed,Maintain consistency
9.37,2,4,2,99,High,Placed,Maintain consistency
9.02,2,4,3,94,High,Placed,Maintain consistency
9.15,3,3,3,97,High,Placed,Maintain consistency
9.21,3,4,2,83,High,Placed,Maintain consistency
9.78,2,3,2,87,High,Placed,Maintain consistency
7.99,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.27,0,1,0,55,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.35,0,1,0,66,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.09,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.27,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.26,0,1,0,69,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.96,0,1,0,53,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.81,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.07,0,1,0,53,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
